model,repair_axis,endpoint,metric,target_repair_fraction,fixed_tau_saturating_absolute_error,nearest_q10_absolute_error,log_linear_absolute_error,raw_linear_absolute_error
Qwen/Qwen3-8B,ANS,FMT,bits_per_byte,0.8,0.024139241231921682,0.018659153820787644,0.07807236020140018,0.08050610908532496
Qwen/Qwen3-8B,ANS,FMT,mean_per_item_nll,0.2,0.0034213346586389193,0.01019519306645389,0.008040266537711949,0.008252769738525956
Qwen/Qwen3-8B,ANS,FMT,mean_per_item_nll,0.4,0.004595021342672201,0.005731540034177529,0.04825944030320306,0.049612348380761784
Qwen/Qwen3-8B,ANS,FMT,mean_per_item_nll,0.8,0.02917603046476125,0.018304426266931628,0.1410404193996373,0.14744016590178988
Qwen/Qwen3-8B,ANS,PARA,bits_per_byte,0.2,0.0013435679705726677,0.004983726910043451,0.004658534775236367,0.004757692711753414
Qwen/Qwen3-8B,ANS,PARA,bits_per_byte,0.4,0.01036024251705836,0.0048192397697617295,0.03341154881503128,0.034043498635152325
Qwen/Qwen3-8B,ANS,PARA,bits_per_byte,0.8,0.0229750471326009,0.017142294363989174,0.08233674484365805,0.08533223171656723
Qwen/Qwen3-8B,ANS,PARA,mean_per_item_nll,0.2,0.002418558268375559,0.009127205612084133,0.008334758708229195,0.00851822756098608
Qwen/Qwen3-8B,ANS,PARA,mean_per_item_nll,0.4,0.019562160949692764,0.009371127554502312,0.061138338471004694,0.06230742707371362
Qwen/Qwen3-8B,ANS,PARA,mean_per_item_nll,0.8,0.043815788117210985,0.033090271836405005,0.15106850481666423,0.15660830404789805
Qwen/Qwen3-8B,EVD,ANS,bits_per_byte,0.2,0.00267910716994868,0.0029688816614560354,0.00048497851917339574,0.0005199029158721169
Qwen/Qwen3-8B,EVD,ANS,bits_per_byte,0.4,0.0036730757956232596,0.004294826437608701,0.005948837923007266,0.006171527294375534
Qwen/Qwen3-8B,EVD,ANS,bits_per_byte,0.8,0.0306491937063329,0.0299764970913462,0.05334140809903731,0.05439798913264282
Qwen/Qwen3-8B,EVD,ANS,mean_per_item_nll,0.2,0.011606347382924653,0.012861699706590013,0.002101009332482029,0.0022523077518847856
Qwen/Qwen3-8B,EVD,ANS,mean_per_item_nll,0.4,0.015912388323245263,0.018605917726392196,0.025771376462128348,0.026736104649031756
Qwen/Qwen3-8B,EVD,ANS,mean_per_item_nll,0.8,0.13277751377487634,0.12986327776206297,0.23108404144340655,0.23566132997138567
Qwen/Qwen3-8B,EVD,Clean,bits_per_byte,0.2,0.0023905572689131294,0.0012945643083197567,3.2801610565069694e-05,7.809146607273831e-05
Qwen/Qwen3-8B,EVD,Clean,bits_per_byte,0.4,0.019877293950192776,0.018488596237381083,0.014547222204265298,0.014839177710640472
Qwen/Qwen3-8B,EVD,Clean,bits_per_byte,0.8,0.1304403849309952,0.1290068476072468,0.1190756599373175,0.12049153771151855
Qwen/Qwen3-8B,EVD,Clean,mean_per_item_nll,0.2,0.004607040609194479,0.002510698074081885,0.00021529797146402352,0.00029968235221455863
Qwen/Qwen3-8B,EVD,Clean,mean_per_item_nll,0.4,0.03681801610946689,0.03415388356839255,0.026976827767973832,0.02752083640279057
Qwen/Qwen3-8B,EVD,Clean,mean_per_item_nll,0.8,0.2401233501209643,0.23737222892758703,0.219256528598349,0.22189511887451574
Qwen/Qwen3-8B,EVD,EVD,bits_per_byte,0.2,0.006699313796906692,0.006639691120563285,0.00032966233809683665,0.00025474757115673263
Qwen/Qwen3-8B,EVD,EVD,bits_per_byte,0.4,0.032535924953375206,0.03292485038498594,0.011756243754869278,0.012241534309826108
Qwen/Qwen3-8B,EVD,EVD,bits_per_byte,0.8,0.15896473135501177,0.15942280125322128,0.10878525370602765,0.1111617304111816
Qwen/Qwen3-8B,EVD,EVD,mean_per_item_nll,0.2,0.012375933635765834,0.012223475568296616,0.00019761536092621768,6.268345287319121e-05
Qwen/Qwen3-8B,EVD,EVD,mean_per_item_nll,0.4,0.05974608480003374,0.06037748634031237,0.022644974745407165,0.02351900927680317
Qwen/Qwen3-8B,EVD,EVD,mean_per_item_nll,0.8,0.293022626774434,0.2937748896835135,0.2034920128764912,0.20777177653532464
Qwen/Qwen3-8B,EVD,FMT,bits_per_byte,0.2,0.0004157732306333539,0.001994298394365268,0.008309462725167638,0.008399516440762422
Qwen/Qwen3-8B,EVD,FMT,bits_per_byte,0.4,0.0006884232906088084,0.0021253111090981935,0.028481110275959898,0.029056133396284434
Qwen/Qwen3-8B,EVD,FMT,bits_per_byte,0.8,0.03625935997546792,0.0332560638586723,0.10327685484355009,0.10601276770456491
Qwen/Qwen3-8B,EVD,FMT,mean_per_item_nll,0.2,0.00042674076784621207,0.00202567729109715,0.012586226259352795,0.012699522840104338
Qwen/Qwen3-8B,EVD,FMT,mean_per_item_nll,0.4,0.0017878499530781244,0.0013426294359273339,0.04210901207280604,0.04283297095767691
Qwen/Qwen3-8B,EVD,FMT,mean_per_item_nll,0.8,0.05610575945415208,0.05274022468011741,0.1523671611819175,0.15581662559852738
Qwen/Qwen3-8B,EVD,PARA,bits_per_byte,0.2,0.005089723220734976,0.0030106443866648736,0.00032082422013601786,0.0003929795463619712
Qwen/Qwen3-8B,EVD,PARA,bits_per_byte,0.4,0.024771438928913758,0.022155104872193965,0.013835931333114893,0.014302110351285924
Qwen/Qwen3-8B,EVD,PARA,bits_per_byte,0.8,0.1390155004308573,0.13631675813068056,0.11572207575519666,0.11799310424856158
Qwen/Qwen3-8B,EVD,PARA,mean_per_item_nll,0.2,0.00917475618405783,0.0054217835059455766,0.00034726406477991745,0.0004839806095433552
Qwen/Qwen3-8B,EVD,PARA,mean_per_item_nll,0.4,0.045396158251555185,0.04068821588409266,0.024991513460391523,0.02587480719488644
Qwen/Qwen3-8B,EVD,PARA,mean_per_item_nll,0.8,0.25668226581097997,0.25182786661385315,0.21296018877369516,0.21726324633903937
Qwen/Qwen3-8B,FMT,ANS,bits_per_byte,0.2,0.004695449182790634,0.006776561224898225,0.008679311444698246,0.008994124902609868
Qwen/Qwen3-8B,FMT,ANS,bits_per_byte,0.4,0.008779147328484727,0.025194454739794758,0.020126303363520615,0.022117603642729522
Qwen/Qwen3-8B,FMT,ANS,bits_per_byte,0.8,0.09842990442082811,0.08125809005530826,0.18235234806291156,0.1916528929478648
Qwen/Qwen3-8B,FMT,ANS,mean_per_item_nll,0.2,0.020341483515711634,0.029357214418312516,0.03760025160683966,0.03896407698655091
Qwen/Qwen3-8B,FMT,ANS,mean_per_item_nll,0.4,0.03803275761537206,0.10914665792896194,0.08719056519699198,0.09581721628562789
Qwen/Qwen3-8B,FMT,ANS,mean_per_item_nll,0.8,0.42641506707551224,0.3520238501220194,0.7899813495518342,0.8302728899560625
Qwen/Qwen3-8B,FMT,Clean,bits_per_byte,0.2,0.027302827015127873,0.026184180803721535,0.02379617006203727,0.02381389891489194
Qwen/Qwen3-8B,FMT,Clean,bits_per_byte,0.4,0.14928421276671666,0.14794076386810207,0.14071553519730462,0.14082991820161328
Qwen/Qwen3-8B,FMT,Clean,bits_per_byte,0.8,0.5606997180561835,0.5593218121327346,0.5421742450604763,0.5427298389109274
Qwen/Qwen3-8B,FMT,Clean,mean_per_item_nll,0.2,0.05053147649330492,0.04877793371297279,0.043075911438622105,0.04311629617228552
Qwen/Qwen3-8B,FMT,Clean,mean_per_item_nll,0.4,0.2753834897610892,0.2734088316849992,0.256163212139924,0.25642391906293716
Qwen/Qwen3-8B,FMT,Clean,mean_per_item_nll,0.8,1.0283893235798414,1.0263808423666234,0.9854815563540908,0.9867493795818123
Qwen/Qwen3-8B,FMT,EVD,bits_per_byte,0.2,0.02271969906687543,0.02112018214308775,0.020820887507377428,0.020853705189262994
Qwen/Qwen3-8B,FMT,EVD,bits_per_byte,0.4,0.1417545220850016,0.1396247742089991,0.13861398722336782,0.13882534334752483
Qwen/Qwen3-8B,FMT,EVD,bits_per_byte,0.8,0.562303658218799,0.5600925861353556,0.5572042138913242,0.5582272474585823
Qwen/Qwen3-8B,FMT,EVD,mean_per_item_nll,0.2,0.04214907943588608,0.03942217638712342,0.03802505844787274,0.03808767052793094
Qwen/Qwen3-8B,FMT,EVD,mean_per_item_nll,0.4,0.2613983375431781,0.25782700181550466,0.25341994348238495,0.2538234842379272
Qwen/Qwen3-8B,FMT,EVD,mean_per_item_nll,0.8,1.0312143618942684,1.0275135421722144,1.0162158224761475,1.018172001157867
Qwen/Qwen3-8B,FMT,FMT,bits_per_byte,0.2,0.039065720023628625,0.046240839314844684,0.11675332253508675,0.15212603232248012
Qwen/Qwen3-8B,FMT,FMT,bits_per_byte,0.4,0.049347080218015926,0.0736981991203628,0.3232499807484844,0.5214024157916117
Qwen/Qwen3-8B,FMT,FMT,bits_per_byte,0.8,0.05138457800337659,0.07728217204722398,0.5638692333267361,
Qwen/Qwen3-8B,FMT,FMT,mean_per_item_nll,0.2,0.07083575242472318,0.07020834501370055,0.18064938434029787,0.23232834975862748
Qwen/Qwen3-8B,FMT,FMT,mean_per_item_nll,0.4,0.09001509510208594,0.11197427093882695,0.5044365576882869,0.7956358133781574
Qwen/Qwen3-8B,FMT,FMT,mean_per_item_nll,0.8,0.0928102439220242,0.11825469985396775,0.8909522644976804,
Qwen/Qwen3-8B,FMT,PARA,bits_per_byte,0.2,0.023128163458508988,0.022361871381984866,0.016653443144188484,0.01670879514603607
Qwen/Qwen3-8B,FMT,PARA,bits_per_byte,0.4,0.13808591711092166,0.13743726697601888,0.12011934438239646,0.12047803826817272
Qwen/Qwen3-8B,FMT,PARA,bits_per_byte,0.8,0.5399134796107565,0.5392829791579961,0.497953644065235,0.49971144550635516
Qwen/Qwen3-8B,FMT,PARA,mean_per_item_nll,0.2,0.04359859892130746,0.04214224386348642,0.031417680340517506,0.03152538366851676
Qwen/Qwen3-8B,FMT,PARA,mean_per_item_nll,0.4,0.25569580779516077,0.2544546025820855,0.2219060828688244,0.222604021997177
Qwen/Qwen3-8B,FMT,PARA,mean_per_item_nll,0.8,0.9850901250572779,0.9838821197322667,0.9061438279838585,0.90956409836748
Qwen/Qwen3-8B,PARA,ANS,bits_per_byte,0.2,0.0031062580316335575,0.00182335800952671,0.002202953580641709,0.0022010573154112034
Qwen/Qwen3-8B,PARA,ANS,bits_per_byte,0.4,0.005849711610082853,0.004096700232014361,0.005241994916866721,0.005229798149667952
Qwen/Qwen3-8B,PARA,ANS,bits_per_byte,0.8,0.004310682026788748,0.0024853480449719134,0.005188121738441742,0.005129243186163479
Qwen/Qwen3-8B,PARA,ANS,mean_per_item_nll,0.2,0.01345683747949078,0.007899096646593051,0.00954356914578991,0.009535354202675705
Qwen/Qwen3-8B,PARA,ANS,mean_per_item_nll,0.4,0.025341944435110175,0.01774760134637532,0.022709212482099783,0.02265637401462417
Qwen/Qwen3-8B,PARA,ANS,mean_per_item_nll,0.8,0.018674606832243867,0.010766949938015635,0.022475824721269966,0.02222075283059688
Qwen/Qwen3-8B,PARA,Clean,bits_per_byte,0.2,0.006359508930637414,0.006696366333194037,0.0034142175760987215,0.003369825523984904
Qwen/Qwen3-8B,PARA,Clean,bits_per_byte,0.4,0.007873359738000074,0.008543903641858419,0.0011524571832046693,0.0014357187857687581
Qwen/Qwen3-8B,PARA,Clean,bits_per_byte,0.8,0.010445681133524065,0.011167277057400948,0.010772607921104793,0.01211850860706254
Qwen/Qwen3-8B,PARA,Clean,mean_per_item_nll,0.2,0.011906764598841546,0.012476836503078959,0.006654805339887604,0.006574820685504301
Qwen/Qwen3-8B,PARA,Clean,mean_per_item_nll,0.4,0.0147759102694216,0.015928135380808284,0.0012674591361239163,0.0017779120719159103
Qwen/Qwen3-8B,PARA,Clean,mean_per_item_nll,0.8,0.01957420037742641,0.020815469784859264,0.018072512618733105,0.020498640938164003
Qwen/Qwen3-8B,PARA,EVD,bits_per_byte,0.2,0.006040988600025665,0.00638985065312081,0.0020456149190171136,0.001995257109949744
Qwen/Qwen3-8B,PARA,EVD,bits_per_byte,0.4,0.007532641453733779,0.008289339382492988,0.00457323035171231,0.004894441247020209
Qwen/Qwen3-8B,PARA,EVD,bits_per_byte,0.8,0.011738728200225257,0.01255780200701917,0.016679241102526277,0.018204352795178513
Qwen/Qwen3-8B,PARA,EVD,mean_per_item_nll,0.2,0.011147796571103319,0.011731982084772108,0.0037795052955511554,0.003684599889623552
Qwen/Qwen3-8B,PARA,EVD,mean_per_item_nll,0.4,0.01408443584323349,0.015396263891887418,0.008140582943793717,0.008745882693557805
Qwen/Qwen3-8B,PARA,EVD,mean_per_item_nll,0.8,0.021943842458210128,0.02336693303860571,0.03009134460809948,0.03296474232743307
Qwen/Qwen3-8B,PARA,FMT,bits_per_byte,0.2,0.0005352713245925234,0.002362106407994613,0.0004076525728720082,0.000377729483190814
Qwen/Qwen3-8B,PARA,FMT,bits_per_byte,0.4,0.003407730235140072,0.005994950903798646,0.00023365232716709983,4.182012938702684e-05
Qwen/Qwen3-8B,PARA,FMT,bits_per_byte,0.8,0.006336144995948034,0.00904008115222954,0.003930525227625159,0.004850557321397497
Qwen/Qwen3-8B,PARA,FMT,mean_per_item_nll,0.2,0.0007594389440992444,0.0034114174794033225,0.0008165578190009182,0.0008730749697596352
Qwen/Qwen3-8B,PARA,FMT,mean_per_item_nll,0.4,0.004762397820623265,0.008611968242760115,0.0038793401758465684,0.004241509104728758
Qwen/Qwen3-8B,PARA,FMT,mean_per_item_nll,0.8,0.007678712900923701,0.011712115280520852,0.01654383393086456,0.018279331863620074
Qwen/Qwen3-8B,PARA,PARA,bits_per_byte,0.2,0.004298520469634193,0.006006782078744832,0.0007614763958774251,0.000690020122499746
Qwen/Qwen3-8B,PARA,PARA,bits_per_byte,0.4,0.0040623213068213815,0.006707704848604834,0.008786544149493647,0.00924258102012998
Qwen/Qwen3-8B,PARA,PARA,bits_per_byte,0.8,0.011223013307533947,0.014012039490849837,0.021037616417480587,0.023205294202864657
Qwen/Qwen3-8B,PARA,PARA,mean_per_item_nll,0.2,0.00791071224447748,0.010797721269955929,0.0009320416246909602,0.000798685392979781
Qwen/Qwen3-8B,PARA,PARA,mean_per_item_nll,0.4,0.007633880861432907,0.012171072098725144,0.016975048370988066,0.017826035532204187
Qwen/Qwen3-8B,PARA,PARA,mean_per_item_nll,0.8,0.02116613325019845,0.025956230290681948,0.03999295489353272,0.044037020848152864
Qwen/Qwen3.5-2B,ANS,ANS,bits_per_byte,0.2,0.16173802125362524,0.07069300383492128,0.01203433889575567,0.0037873862435803263
Qwen/Qwen3.5-2B,ANS,ANS,mean_per_item_nll,0.2,0.7006765838830931,0.30625410183430724,0.052134800471848486,0.016407600602682315
Qwen/Qwen3.5-2B,ANS,Clean,bits_per_byte,0.2,0.12179939144502949,0.034370482085230414,0.03421157331447322,0.03468066842629103
Qwen/Qwen3.5-2B,ANS,Clean,mean_per_item_nll,0.2,0.23120873517345109,0.06670301104719423,0.06208295852124168,0.06292311123781325
Qwen/Qwen3.5-2B,ANS,EVD,bits_per_byte,0.2,0.160120000155211,0.045875862880744966,0.055511640323334666,0.05615374262114403
Qwen/Qwen3.5-2B,ANS,EVD,mean_per_item_nll,0.2,0.3023607072770296,0.08891128724878516,0.10296682345159391,0.10408639583396218
Qwen/Qwen3.5-2B,ANS,FMT,bits_per_byte,0.2,0.1512361918836549,0.08894811723488072,0.02666578903613781,0.03164079454003599
Qwen/Qwen3.5-2B,ANS,FMT,mean_per_item_nll,0.2,0.33537229852744543,0.18790730955426405,0.07429827016666835,0.08350163971975122
Qwen/Qwen3.5-2B,ANS,PARA,bits_per_byte,0.2,0.1107936506271392,0.03333539452975054,0.033677539002183954,0.03420903532316477
Qwen/Qwen3.5-2B,ANS,PARA,mean_per_item_nll,0.2,0.2128761623415003,0.06699047428935412,0.06643660337876822,0.0673791788585465
Qwen/Qwen3.5-2B,EVD,ANS,bits_per_byte,0.2,0.004432564203416867,0.025492425237252703,0.041856650801314954,0.0477004092857658
Qwen/Qwen3.5-2B,EVD,ANS,mean_per_item_nll,0.2,0.019202621126558572,0.1104375167427305,0.1813301218163348,0.2066462762998995
Qwen/Qwen3.5-2B,EVD,Clean,bits_per_byte,0.2,0.03249301138346339,0.08552146831829566,0.10220681509262208,0.13304276368815549
Qwen/Qwen3.5-2B,EVD,Clean,mean_per_item_nll,0.2,0.06051361526369714,0.15804126898371296,0.18768531459244486,0.24498740657353046
Qwen/Qwen3.5-2B,EVD,EVD,bits_per_byte,0.2,0.0668934254690079,0.13197734903776626,0.11205776610685914,0.17064303965191707
Qwen/Qwen3.5-2B,EVD,EVD,mean_per_item_nll,0.2,0.12440449012402355,0.24415976766363667,0.2055400036371542,0.3149448414459355
Qwen/Qwen3.5-2B,EVD,FMT,bits_per_byte,0.2,0.00646011277110381,0.07605083848434135,0.08898076716801512,0.1383689283104803
Qwen/Qwen3.5-2B,EVD,FMT,mean_per_item_nll,0.2,0.004033272454244452,0.1729052135314859,0.16473312025610443,0.28196582096957623
Qwen/Qwen3.5-2B,EVD,PARA,bits_per_byte,0.2,0.028107001754118954,0.07318688349781666,0.09702463674998962,0.12151349183633764
Qwen/Qwen3.5-2B,EVD,PARA,mean_per_item_nll,0.2,0.05225108489689667,0.13559529900091905,0.17892454222829723,0.22515010823610715
Qwen/Qwen3.5-2B,FMT,ANS,bits_per_byte,0.2,0.0001387054450964209,0.002039922555700957,0.005957481804003462,0.006031659876001294
Qwen/Qwen3.5-2B,FMT,ANS,mean_per_item_nll,0.2,0.0006008955512304404,0.008837291050279639,0.025808823223013366,0.026130175232168096
Qwen/Qwen3.5-2B,FMT,Clean,bits_per_byte,0.2,0.04402290371821316,0.13148983441661366,0.11249893603512728,0.1741894479741959
Qwen/Qwen3.5-2B,FMT,Clean,mean_per_item_nll,0.2,0.08175896497072688,0.242187877452247,0.20652780427603834,0.32103455879642584
Qwen/Qwen3.5-2B,FMT,EVD,bits_per_byte,0.2,0.04185867179204217,0.12677510153437366,0.12188722622232973,0.18721348495810164
Qwen/Qwen3.5-2B,FMT,EVD,mean_per_item_nll,0.2,0.07886392997739278,0.23518022396354388,0.22133662060569192,0.342365267912784
Qwen/Qwen3.5-2B,FMT,FMT,bits_per_byte,0.2,0.10914921336243066,0.01059106523646658,0.13883809826214288,0.11673378267995638
Qwen/Qwen3.5-2B,FMT,FMT,mean_per_item_nll,0.2,0.2896817571393009,0.015027384253126996,0.20294703902983868,0.17327587435679548
Qwen/Qwen3.5-2B,FMT,PARA,bits_per_byte,0.2,0.05097883239864276,0.13823991179134232,0.06859145429258107,0.10999402981337891
Qwen/Qwen3.5-2B,FMT,PARA,mean_per_item_nll,0.2,0.08990360277562326,0.2508379298664949,0.12846610439495887,0.20547400955224715
Qwen/Qwen3.5-2B,PARA,ANS,bits_per_byte,0.2,0.012399339042565072,0.008462579196831022,0.002541444591221964,0.0026399895076424373
Qwen/Qwen3.5-2B,PARA,ANS,mean_per_item_nll,0.2,0.05371604311350486,0.03666133069092892,0.011009969705968459,0.011436883024563915
Qwen/Qwen3.5-2B,PARA,Clean,bits_per_byte,0.2,0.021390835565336497,0.018750987750100867,0.00036879979526860396,0.0009831679911731506
Qwen/Qwen3.5-2B,PARA,Clean,mean_per_item_nll,0.2,0.04006501377723959,0.034917827514159505,0.0020785907760068056,0.0005022855528657999
Qwen/Qwen3.5-2B,PARA,EVD,bits_per_byte,0.2,0.022254665429283227,0.020800614896623548,0.008616581931507827,0.007131274231707785
Qwen/Qwen3.5-2B,PARA,EVD,mean_per_item_nll,0.2,0.04176955915596192,0.038824707515918266,0.017346650888447,0.014514490626235332
Qwen/Qwen3.5-2B,PARA,FMT,bits_per_byte,0.2,0.10393933643397857,0.07512217728271475,0.08704487827376262,0.07472620557554577
Qwen/Qwen3.5-2B,PARA,FMT,mean_per_item_nll,0.2,0.1883792161264295,0.14043519063582832,0.18236369859021062,0.15879075650813168
Qwen/Qwen3.5-2B,PARA,PARA,bits_per_byte,0.2,0.019822166583211454,0.01786428506995863,0.002189229960211536,0.0032259262283207413
Qwen/Qwen3.5-2B,PARA,PARA,mean_per_item_nll,0.2,0.03702304836990988,0.033369787160158815,0.0021579607645363375,0.004070011652653971
Qwen/Qwen3.5-9B,ANS,ANS,bits_per_byte,0.2,0.07722999259838059,0.04218474833357844,0.6657983628018977,0.41764246314938425
Qwen/Qwen3.5-9B,ANS,ANS,mean_per_item_nll,0.2,0.3345734476514557,0.18275149606281715,2.8843516124847683,1.8092980988381662
Qwen/Qwen3.5-9B,ANS,Clean,bits_per_byte,0.2,0.05278091333254664,0.021597267504089745,0.08746416274286695,0.09293681668300668
Qwen/Qwen3.5-9B,ANS,Clean,mean_per_item_nll,0.2,0.09771280879312005,0.040306283575698876,0.16058790502054765,0.17057559726265015
Qwen/Qwen3.5-9B,ANS,EVD,bits_per_byte,0.2,0.06000151005352594,0.017650464768509178,0.07406041615626124,0.07800082447447299
Qwen/Qwen3.5-9B,ANS,EVD,mean_per_item_nll,0.2,0.11179008656948142,0.033335549644138984,0.13570442268500482,0.14281488964449474
Qwen/Qwen3.5-9B,ANS,FMT,bits_per_byte,0.2,0.0053558552832921325,0.011870645460832774,0.01216494484589603,0.012178296802361988
Qwen/Qwen3.5-9B,ANS,FMT,mean_per_item_nll,0.2,0.010352373317437435,0.020038666673282246,0.019155446574296686,0.019172739151213647
Qwen/Qwen3.5-9B,ANS,PARA,bits_per_byte,0.2,0.05821030484866474,0.028400066617303876,0.08927662443924211,0.09376234646947346
Qwen/Qwen3.5-9B,ANS,PARA,mean_per_item_nll,0.2,0.10839558045768904,0.053520263610651764,0.1628979428119297,0.1708479069939446
Qwen/Qwen3.5-9B,EVD,ANS,bits_per_byte,0.2,0.0026329851265454174,0.02531908813366479,0.05960439843143894,0.07060122238337296
Qwen/Qwen3.5-9B,EVD,ANS,mean_per_item_nll,0.2,0.011406538855757375,0.109686590963741,0.2582163795107726,0.30585648899450435
Qwen/Qwen3.5-9B,EVD,Clean,bits_per_byte,0.2,0.019732925824683223,0.013040550794361616,0.06366496778476027,0.07052686243584627
Qwen/Qwen3.5-9B,EVD,Clean,mean_per_item_nll,0.2,0.03695378745659306,0.023288082252912234,0.1190752966746842,0.131937667749775
Qwen/Qwen3.5-9B,EVD,EVD,bits_per_byte,0.2,0.03162553938097068,0.008139615296526626,0.0918777174889932,0.10377247419225166
Qwen/Qwen3.5-9B,EVD,EVD,mean_per_item_nll,0.2,0.059221587952883015,0.014054627380278184,0.17075600087993403,0.19298262510526998
Qwen/Qwen3.5-9B,EVD,FMT,bits_per_byte,0.2,0.0192066185723494,0.021495033281971332,0.011855391083414657,0.009817701288903247
Qwen/Qwen3.5-9B,EVD,FMT,mean_per_item_nll,0.2,0.02755919448623645,0.03112108990818052,0.01510645500883745,0.012745875487874758
Qwen/Qwen3.5-9B,EVD,PARA,bits_per_byte,0.2,0.020332940022705137,0.01305951693261831,0.054750306917182856,0.05986246685763352
Qwen/Qwen3.5-9B,EVD,PARA,mean_per_item_nll,0.2,0.03918831906283571,0.021930334171059496,0.10131566747789322,0.11063313031300548
Qwen/Qwen3.5-9B,FMT,ANS,bits_per_byte,0.2,0.01622621495845411,0.024650974564175976,0.024093200587863017,0.0239310077702809
Qwen/Qwen3.5-9B,FMT,ANS,mean_per_item_nll,0.2,0.07029471968507561,0.10679220948258417,0.104375837863389,0.10367319102455186
Qwen/Qwen3.5-9B,FMT,Clean,bits_per_byte,0.2,0.03623337004708316,0.01932038258114388,0.0115186119699906,0.014002371656063994
Qwen/Qwen3.5-9B,FMT,Clean,mean_per_item_nll,0.2,0.06544972863489074,0.03542113766683941,0.019455003986196928,0.023968535789202328
Qwen/Qwen3.5-9B,FMT,EVD,bits_per_byte,0.2,0.033506287922320244,0.019349435365262346,0.013735689533924456,0.016359681948675875
Qwen/Qwen3.5-9B,FMT,EVD,mean_per_item_nll,0.2,0.06128220612302959,0.03560485687946091,0.023991220015617376,0.028765363113057107
Qwen/Qwen3.5-9B,FMT,FMT,bits_per_byte,0.2,0.07395076709123327,0.06316706030977004,0.12185664374806848,0.0854366746851386
Qwen/Qwen3.5-9B,FMT,FMT,mean_per_item_nll,0.2,0.09647291294372362,0.09281797660376001,0.17819458780500574,0.12890405427952545
Qwen/Qwen3.5-9B,FMT,PARA,bits_per_byte,0.2,0.0485161462406859,0.0063947031532932685,0.012632579364741381,0.013782563344528764
Qwen/Qwen3.5-9B,FMT,PARA,mean_per_item_nll,0.2,0.08907894495917845,0.010765232148442827,0.01883030316670542,0.020788029397631025
Qwen/Qwen3.5-9B,PARA,ANS,bits_per_byte,0.2,0.003776919517247901,0.00954362939639608,0.035817762128502406,0.03478773877111885
Qwen/Qwen3.5-9B,PARA,ANS,mean_per_item_nll,0.2,0.016362256966139466,0.041344623802631375,0.1551686302083639,0.1507063940453559
Qwen/Qwen3.5-9B,PARA,Clean,bits_per_byte,0.2,0.014947512430444787,0.016715998943758525,0.030230308231309344,0.027028474148629744
Qwen/Qwen3.5-9B,PARA,Clean,mean_per_item_nll,0.2,0.027717661337484323,0.030929870807778315,0.05584496749120449,0.04986832034318933
Qwen/Qwen3.5-9B,PARA,EVD,bits_per_byte,0.2,0.013294170579701503,0.016416147198482167,0.029386953571993057,0.025708675840695028
Qwen/Qwen3.5-9B,PARA,EVD,mean_per_item_nll,0.2,0.024475582447897937,0.030247765855402342,0.054113230846464466,0.04720641043946738
Qwen/Qwen3.5-9B,PARA,FMT,bits_per_byte,0.2,0.001344603151696766,0.0018286164666396765,0.013546902545927886,0.013140728316127559
Qwen/Qwen3.5-9B,PARA,FMT,mean_per_item_nll,0.2,0.00010521125202356263,0.004187429070804827,0.021896931619324045,0.021290323949474055
Qwen/Qwen3.5-9B,PARA,PARA,bits_per_byte,0.2,0.01979730889756448,0.023180438928968483,0.04592027039154001,0.04289966749312479
Qwen/Qwen3.5-9B,PARA,PARA,mean_per_item_nll,0.2,0.035613230080377756,0.0420045501203441,0.08384228283837802,0.0782522971207964
allenai/Olmo-3-7B-Instruct,ANS,ANS,bits_per_byte,0.2,0.02105510908110897,0.04434833350807266,0.020864017728358886,0.026035408473582988
allenai/Olmo-3-7B-Instruct,ANS,ANS,mean_per_item_nll,0.2,0.09121430934970531,0.19212451458532964,0.09038646914727888,0.11278981236369123
allenai/Olmo-3-7B-Instruct,ANS,Clean,bits_per_byte,0.2,0.0010801493435024234,0.0011563658202118354,0.0008252178910235219,0.0007843930046482761
allenai/Olmo-3-7B-Instruct,ANS,Clean,mean_per_item_nll,0.2,0.002409631515230881,0.0025347436289471226,0.0018353445125285361,0.0017453200953760906
allenai/Olmo-3-7B-Instruct,ANS,EVD,bits_per_byte,0.2,0.00042029313024882775,0.0007387249907673255,0.0006627186552101705,0.0006946685609448
allenai/Olmo-3-7B-Instruct,ANS,EVD,mean_per_item_nll,0.2,0.0009153855226768925,0.001646514325820192,0.001471580137832884,0.0015421364771115442
allenai/Olmo-3-7B-Instruct,ANS,FMT,bits_per_byte,0.2,0.0009611352391818428,0.000630551550091063,0.0007266701578140244,0.0007274701615589407
allenai/Olmo-3-7B-Instruct,ANS,FMT,mean_per_item_nll,0.2,0.0020972147336670854,0.001358880903297388,0.0018404194545367236,0.001841351450597939
allenai/Olmo-3-7B-Instruct,ANS,PARA,bits_per_byte,0.2,0.0010522827670820245,0.003321180243884836,0.0021564585560764904,0.0022009176735779956
allenai/Olmo-3-7B-Instruct,ANS,PARA,mean_per_item_nll,0.2,0.0022126355206091297,0.0073360594107949595,0.004606008721524724,0.004706147985786835
allenai/Olmo-3-7B-Instruct,EVD,ANS,bits_per_byte,0.2,0.011527715928401405,0.013192835188678198,0.009396561422330585,0.009432451389898788
allenai/Olmo-3-7B-Instruct,EVD,ANS,mean_per_item_nll,0.2,0.04994002371292128,0.05715360321640217,0.040707500355293025,0.04086298179173209
