model,repair_axis,endpoint,metric,target_repair_fraction,fixed_tau_saturating_absolute_error,nearest_q10_absolute_error,log_linear_absolute_error,raw_linear_absolute_error
meta-llama/Llama-3.1-8B-Instruct,PARA,FMT,mean_per_item_nll,0.8,0.036388545615885226,0.06351505029049487,0.5024100653781889,0.3145535693105659
meta-llama/Llama-3.1-8B-Instruct,PARA,PARA,bits_per_byte,0.2,0.02153661818656638,0.0031836363871782236,0.07821611443167265,0.0715971028160558
meta-llama/Llama-3.1-8B-Instruct,PARA,PARA,bits_per_byte,0.4,0.006379383588047682,0.025872536524324863,0.29608051798009694,0.25021475413402694
meta-llama/Llama-3.1-8B-Instruct,PARA,PARA,bits_per_byte,0.8,0.04381369261277057,0.06348015848263278,0.8463617245264574,0.5869453329052705
meta-llama/Llama-3.1-8B-Instruct,PARA,PARA,mean_per_item_nll,0.2,0.047813033557317475,0.007080082273110744,0.17127330540124097,0.15678452118410258
meta-llama/Llama-3.1-8B-Instruct,PARA,PARA,mean_per_item_nll,0.4,0.013035936820005922,0.05644436853047896,0.6484228923348936,0.5480381789021198
meta-llama/Llama-3.1-8B-Instruct,PARA,PARA,mean_per_item_nll,0.8,0.09617791776490092,0.13999326085340646,1.8546477704639366,1.2870454850539015
mistralai/Mistral-7B-Instruct-v0.3,ANS,ANS,bits_per_byte,0.2,0.23686756097970096,0.15547086244340436,0.24860096748149008,0.28011743291532465
mistralai/Mistral-7B-Instruct-v0.3,ANS,ANS,mean_per_item_nll,0.2,1.026150512869941,0.6735261872616798,1.0769816230891833,1.2135163053184175
mistralai/Mistral-7B-Instruct-v0.3,ANS,Clean,bits_per_byte,0.2,0.19635379654590168,0.23727794789878942,0.45645361219444824,0.3917977718136436
mistralai/Mistral-7B-Instruct-v0.3,ANS,Clean,mean_per_item_nll,0.2,0.36445654693528295,0.43911140546293215,0.8426005643166294,0.7223254303794975
mistralai/Mistral-7B-Instruct-v0.3,ANS,EVD,bits_per_byte,0.2,0.20665483479596447,0.243280407886296,0.45633991875425894,0.39391324378419434
mistralai/Mistral-7B-Instruct-v0.3,ANS,EVD,mean_per_item_nll,0.2,0.38252323337585414,0.44973444519444383,0.8448847005621811,0.7280313388815238
mistralai/Mistral-7B-Instruct-v0.3,ANS,FMT,bits_per_byte,0.2,0.022041360568480384,0.07143364580647571,0.0066115927447061296,0.011627872386547944
mistralai/Mistral-7B-Instruct-v0.3,ANS,FMT,mean_per_item_nll,0.2,0.04359928398554391,0.09788911592305194,0.00593407378874744,0.03225740129389898
mistralai/Mistral-7B-Instruct-v0.3,ANS,PARA,bits_per_byte,0.2,0.1723537763844094,0.22043021677911856,0.4355615095995684,0.3794676385228868
mistralai/Mistral-7B-Instruct-v0.3,ANS,PARA,mean_per_item_nll,0.2,0.32696189114805785,0.41253905974763994,0.8075575394105221,0.7023831249590731
mistralai/Mistral-7B-Instruct-v0.3,EVD,ANS,bits_per_byte,0.2,0.007994414117470039,0.0049282270759637425,0.013670789797394,0.014308197323782856
mistralai/Mistral-7B-Instruct-v0.3,EVD,ANS,mean_per_item_nll,0.2,0.03463316003595551,0.02134991689289656,0.05922418377557115,0.06198554146172164
mistralai/Mistral-7B-Instruct-v0.3,EVD,Clean,bits_per_byte,0.2,0.0940744303018124,0.06413913692916617,0.19673199692671006,0.09790211899805512
mistralai/Mistral-7B-Instruct-v0.3,EVD,Clean,mean_per_item_nll,0.2,0.17489580489631074,0.11995677187935527,0.36511948452235865,0.17953621695059274
mistralai/Mistral-7B-Instruct-v0.3,EVD,EVD,bits_per_byte,0.2,0.1057206192389093,0.05914547706619899,0.16405993709259659,0.06843474841511688
mistralai/Mistral-7B-Instruct-v0.3,EVD,EVD,mean_per_item_nll,0.2,0.19820442559473017,0.11169500831450252,0.3037219086604024,0.12400084842841697
mistralai/Mistral-7B-Instruct-v0.3,EVD,FMT,bits_per_byte,0.2,0.08716239863796726,0.01625116544472438,0.04733698436801448,0.0761126215539647
mistralai/Mistral-7B-Instruct-v0.3,EVD,FMT,mean_per_item_nll,0.2,0.1157824002085297,0.017312275642526576,0.025183166087121567,0.06148876088544819
mistralai/Mistral-7B-Instruct-v0.3,EVD,PARA,bits_per_byte,0.2,0.0659837507066503,0.03381905612528602,0.21950509654211148,0.13589758472240998
mistralai/Mistral-7B-Instruct-v0.3,EVD,PARA,mean_per_item_nll,0.2,0.11623061567202742,0.06010885604771099,0.4040976927073099,0.24934744835281375
mistralai/Mistral-7B-Instruct-v0.3,FMT,ANS,bits_per_byte,0.2,2.954519684583712e-05,0.005866056491795613,0.004714824182102562,0.004328321976084015
mistralai/Mistral-7B-Instruct-v0.3,FMT,ANS,mean_per_item_nll,0.2,0.00012799481182934613,0.02541275323933423,0.02042541930412689,0.018751026089240064
mistralai/Mistral-7B-Instruct-v0.3,FMT,Clean,bits_per_byte,0.2,0.021847707409722084,0.026565980798878064,0.22417229909801573,0.19571228494280146
mistralai/Mistral-7B-Instruct-v0.3,FMT,Clean,mean_per_item_nll,0.2,0.039437253968955144,0.05019911884263317,0.41700805639055005,0.36330991356454545
mistralai/Mistral-7B-Instruct-v0.3,FMT,EVD,bits_per_byte,0.2,0.022576227157315776,0.013414506525744718,0.2843357964398019,0.2475118584376117
mistralai/Mistral-7B-Instruct-v0.3,FMT,EVD,mean_per_item_nll,0.2,0.041784375534471785,0.025276404798032726,0.5322970181659761,0.4621241389856747
mistralai/Mistral-7B-Instruct-v0.3,FMT,FMT,bits_per_byte,0.2,0.5799502801279424,0.23061021072012178,0.006765364446532529,0.06542429055551735
mistralai/Mistral-7B-Instruct-v0.3,FMT,FMT,mean_per_item_nll,0.2,0.7771020322836704,0.2742410853196722,0.08845150758730402,0.12877902050414747
mistralai/Mistral-7B-Instruct-v0.3,FMT,PARA,bits_per_byte,0.2,0.05268450145592074,0.03077563691322527,0.17174796542619974,0.15303149237866975
mistralai/Mistral-7B-Instruct-v0.3,FMT,PARA,mean_per_item_nll,0.2,0.09843803294962639,0.05682735057352062,0.31323179974625903,0.27883412754243553
mistralai/Mistral-7B-Instruct-v0.3,PARA,ANS,bits_per_byte,0.2,0.018466552127558544,0.011185073849671268,0.03823494822030582,0.03745125023428175
mistralai/Mistral-7B-Instruct-v0.3,PARA,ANS,mean_per_item_nll,0.2,0.0800002408867524,0.04845564002034042,0.16564029098600308,0.16224517817710904
mistralai/Mistral-7B-Instruct-v0.3,PARA,Clean,bits_per_byte,0.2,0.29964429540805027,0.20500952886897816,0.35394585755425645,0.3264433492117633
mistralai/Mistral-7B-Instruct-v0.3,PARA,Clean,mean_per_item_nll,0.2,0.5560393480437815,0.3807046967717813,0.6598818118024332,0.6078431978261389
mistralai/Mistral-7B-Instruct-v0.3,PARA,EVD,bits_per_byte,0.2,0.3187053210571651,0.21631714358280596,0.3907313915615809,0.3595925083595184
mistralai/Mistral-7B-Instruct-v0.3,PARA,EVD,mean_per_item_nll,0.2,0.5917468845012568,0.4019333844907296,0.7288634723896017,0.6699641076439309
mistralai/Mistral-7B-Instruct-v0.3,PARA,FMT,bits_per_byte,0.2,0.054601403124111325,0.008668675115003799,0.03837389467087804,0.02789408147093919
mistralai/Mistral-7B-Instruct-v0.3,PARA,FMT,mean_per_item_nll,0.2,0.06602504666755316,0.0010624586442262718,0.08881566616722925,0.07333951581228693
mistralai/Mistral-7B-Instruct-v0.3,PARA,PARA,bits_per_byte,0.2,0.2696335820043865,0.18849375342561392,0.30770499541446505,0.2868567790356005
mistralai/Mistral-7B-Instruct-v0.3,PARA,PARA,mean_per_item_nll,0.2,0.49440018574095923,0.3464657537886042,0.5650780804764359,0.5258772143481845
